" India213 Sri  Lanka(41.3/50 ov,  T:214) 172 India won by 41 runs  2023-09-13"
" India213 Sri  Lanka(41.3/50 ov,  T:214) 172 India won by 41 runs  2023-09-13"
" India213 Sri  Lanka(41.3/50 ov,  T:214) 172 India won by 41 runs  2023-09-13"
